Unnamed: 0,סוג הנכס,עיר,שכונה,רחוב,חדרים,קומה,מחיר,מטרים,לשוטפים,ריהוט,מעלית,מזגן,חניה,מרפסת,סורגים,ממד,מחסן,משופצת,דוד שמש,חיות מחמד,תאור
1448,דירה,נס ציונה - רחובות,בית עובד,משעול חרצית 1,3.0,1,7500,98.0,0,0,0,1,1,1,0,0,0,0,0,0,"דירת יוקרה מודרנית. 
מטבח מאובזר במלואו: מקרר, מדיח כלים, תנור, מיקרו גל, אינדוקציה. מזגן בכל חדר.
2 חדרי שינה + 2 חדרי שירותים ומקלחת מלאים. סלון ענק.
מרפסת אירוח"
1449,דירה,עכו - נהריה,נהריה,ליבנה 1,5.0,2,4900,112.0,0,0,0,0,0,1,0,0,0,0,0,0,"דירה חדשה 5 חדרים קומה 2 בשכונת ""יצחק שמיר"" החדשה . בדירה חדר הורים עם שירותים ומקלחת+ שירותים ומקלחת נוספים,  מרפסת 14 מטר עם נוף פתוח, תריסים חשמליים , מזגן מיני מרכזי עם שליטה בכל חדר , חניה פרטית תת קרקעית ומחסן גדול ועוד. מרווחת ומוארת עם נוף פתוח. 
סמוך לתחנה המרכזית ולרכבת.  לרציניים  בלבד ולטווח ארוך. תאריך כניסה גמיש."
1450,דירה,אשדוד - אשקלון,אשדוד,רובע ב,2.5,3,3000,48.0,0,1,0,0,0,0,1,0,0,0,0,0,"נמצאת רחוב מרכזי ברובע קרוב לדואר, שוק, ליד תחנות אוטובוס
דירה 2.5 חדרים מרוהטת קומפלט. כוללת כל כלי מטבח לבישול והכנת אוכל, לאורח אורחים
אביזרים לניקיון, כלי מיטה.
מאוד מתאימה לכל משפחה או בודד\ת שלא יכול\ה או לא רוצה להעמיס עת עצמו\ה למטען בתקופת שכירות

2,5 комноты в Ашдоде полностью меблирована и без маклера.
Находится на главной улице района возле почты, в минуте ходьбы от рынка и автобусной остановки в 7 минутах ходьбы от большого торгового центра, возле большого парка
Очень подходит для новых репотриантов, иностранных работников, для тех у кого нет своего багажа или тех кто не хочет его приобретать пока нет своей квартиры.
Включает все электроприборы
Имеет все кухонные принадлежности (утварь) для приготовления пищи и приёма гостей
Инвентарь для уборки, постельные принодлежности.
"
1451,דירה,אשדוד - אשקלון,אשדוד,הקריה,4.0,5,5500,117.0,0,0,1,1,1,0,1,0,0,0,0,0,"* דירה מרווחת בת 4 חדרים
 * נוף לים,  קומה 5, חניה, מזגן
*  סמוך למרכז קניות, פארק, חוף ים"
1452,דירה,קיסריה והסביבה,אור עקיבא,מור 1,3.0,3,3800,98.0,0,0,1,1,1,1,0,1,1,1,0,0,"
מוכנה ונקייה לכניסה מיידית! 
שכירות 3800 ש""ח.
דירת קבלן משודרגת כולל מרפסת מרווחת ומזרחית.
 מיזוג אויר מיני מרכזי כולל דמפר בכל יציאה.
 רשתות. מקלחונים-הוזמנו. 
מחסן במסדרון צמוד לבית.
"
1453,יחידת דיור,ירושלים והסביבה,גבעת זאב,המכבים 56,2.0,1,3300,43.0,0,0,0,1,0,1,0,0,0,1,0,0,"השכרה, דירה, קומה 1, גבעת זאב"
1454,דירה,קיסריה והסביבה,אור עקיבא,לבונה 1,4.0,13,5500,106.0,0,0,1,1,1,1,0,1,1,0,0,0,"דירה חדשה מקבלן שהושקעה למטרת מעבר ומגורים בשלב הראשוני..

**ללא תיווך**

פרטי הדירה:
- קומה 13 (פונה לכיוון צפון מזרח)
- גודל 106 מטר (פנימי)
- 22.5 מטר מרפסת
- מחסן גדול וקרוב לחנייה
- חנייה צמודה לכניסה האחורית
- מטבח משודרג 
- הכנה למטבח חיצוני במרפסת
- שינוי פנימי בדירה ושדרוג מהקבלן
- מזגן מיני מרכזי 
- מקלחות מעוצבות ומקלחונים
- מגיע עם כיריים אינדוקציה ומדיח אינטגרלי"
1455,בית פרטי/קוטג',גדרה יבנה והסביבה,גדרה,"קק""ל 13",2.0,0,3400,40.0,0,0,0,1,1,1,0,0,0,0,0,0,"בית פרטי , 3 כיווני אוויר , נוף מדהים ,  שכונה שקטה , חניות בשפע , מתאים לזוג"
1456,דירה,רמת גן - גבעתיים,גבעתיים,פועלי הרכבת,3.0,3,6000,78.0,0,0,0,1,0,0,0,0,0,0,0,0,"דירה מוארת במיקום מרכזי! כניסה באמצע אוגוסט 

דירת 3 חדרים (78 מ״ר)
קומה 3 ללא מעלית (2.5)
שירותים ומקלחת, ועוד שירותי אורחים, חדר שינה וחדר נוסף (עבודה).
מזגן בכל חדר, דירה מוארת, בעלי דירה אחלה.
ארנונה 850 לחדשיים
ועד 110 לחודש

*ישנה אפשרות לקניית תכולת הדירה כולה*

בבקשה לפנות בוואצפ"
1457,דירה,אשדוד - אשקלון,אשדוד,רובע א,3.0,4,3600,54.0,0,0,0,1,0,0,0,0,0,1,0,0,"ללא תיווך! דירת 3 חדרים שעברה שיפוץ מטבח, ריצוף, צנרת.
חניה ברחוב בדרך כלל אין בעיית חניה. מזגן בסלון + מאוורר תקרה בכל חדר.
מתווכחים נא לא להתקשר"
1458,יחידת דיור,חולון - בת ים,אזור,ירושלים 143,1.0,2,4000,85.0,0,0,0,0,0,1,0,0,0,0,0,0,"להשכרה באזור, יחידת דיור 2 חדרים גדולים +מרפסת מקורה גדולה,שני מזגנים ,85 מ""ר. מחיר 4,000 ש""ח כולל ארנונה ומים.
לא בשבת!"
1459,דירה,תל אביב,תל אביב יפו,נוה אביבים,3.0,2,8000,80.0,0,0,1,1,1,0,0,0,0,0,0,0,"דירת מהממת  3 חדרים בנווה אביבים - לא תיווך
קומה 2
דירה עורפית פונה לגינה ירוקה
2 שירותים
מעלית וחניה משותפת של הבניין (חניה בשפע גם ברחוב)
מיזוג בכל החדרים
ללא בעלי חיים

חוזה לשנתיים
נדרשת ערבות בנקאית ושני ערבים

ארנונה כ-680 ש""ח 
וועד בית 350 ש""ח"
1460,דירה,ירושלים והסביבה,ירושלים,הרב דולגין 20,4.0,4,6500,100.0,1,0,0,0,0,1,0,0,0,0,1,0,"השכרה.
ברחוב דולגין 20, הר חומה.
4 חדרים, ומרפסת סוכה פונה לפארק 850 החדש, 3 כיווני אוויר.
רחוב שקט ללא מוצא , פריים לוקיישן עם הרבה חניה.
קומת רביעית מתוך 5 קומות, 2 דיירים בקומה.
כניסה: 01.06.2023
גודל: 100 מ""ר, מרפסת סוכה.
מחיר - 6,500 ש""ח.
ארנונה: 515 לחודש.
וועד בית: 250 ש""ח.
הדירה משופצת.
ארונות עם טלוויזיה מובנית, דוד שמש, יונקרס , מזגנים בכל החדרים, סורגים, אינטרקום.
לא מתאימה לשותפים.
מפרטי
שני / יניב - 050-2233984"
1461,דירה,תל אביב,תל אביב יפו,צ׳לנוב  48,3.5,0,7300,90.0,0,0,0,1,0,1,1,0,0,1,0,0,"דירה יפה + גינה גדולה כ 100 מ״ר ללא תיווך 
2 שירותים, בבניין באוהאוס תקרות גבוהות וחדרים גדולים, 5 דקות הליכה מהקאנטרי החדש ושוק לוינסקי "
1462,דירה,חיפה וחוף הכרמל,חיפה,אחוזה,4.0,1,3300,100.0,0,0,0,1,0,0,1,0,0,0,0,0,"דירה להשכרה ברחוב כספרי- דירה גדולה, שמורה ומוארת! אזור מעולה ומרכזי- מרחק הליכה ממרכז הכרמל ושדרות מוריה.
קרובה לתחבורה ציבורית.
100 מ""ר, 4 חדרים, שירותים + שירוקלחת, סלון ומטבח גדולים. (+חדר כביסה/ מרפסת שירות)
בעל דירה מקסים ומטפל בדרוש
הדירה בקומה ראשונה (לא קרקע) בבניין שמור
כניסה מיידית
מחיר : 3300 (עד סוף חוזה בחודש דצמבר ואז צפויה עליה קלה במחיר)"
1463,דירה,פרדס חנה - כרכור,חריש,אחדות 6,4.0,2,3500,100.0,0,0,1,1,1,1,0,1,1,0,0,0,"דירה עורפית חדשה (התגוררו בה שנתיים בלבד) ברחוב אחדות 6 קומה 2- בשכונת בצוותא המבוקשת בחריש.
בדירה סלון, מטבח כפול, יחידת הורים , ממ""ד, חדר ילדים, חדר כביסה ומרפסת סוכה ענקית
מזגן בכל חדר ורשתות בכל החלונות. מחסן וחניה צמודה. 
כניסה בתאריך 10/9/23"
1464,יחידת דיור,הוד השרון והסביבה,חגור,הרקפת 17,2.0,1,4600,70.0,0,0,0,1,0,1,0,0,0,0,0,0,"יחידת דיור מקסימה מעוצבנת בסגנון טוסקנה, חצר דק פרטית צמודה ליחידה.  ניתן לראות את הדירה בימי שישי"
1465,דירה,ירושלים והסביבה,מבשרת ציון,"פלמ""ח 102",5.0,0,11000,165.0,0,0,0,1,1,1,1,1,1,1,0,0,"דירת חמישה חדרים גדולה ומאורת מאוד, משופצת מהיסוד, מערכות מים חשמל אינסטלציה חדשות! מערכת מיזוג של   VRF DAIKAIN שלוש כיווני אוויר עם הנוף הכי יפה של ירושלים! הדירה בעלת שתי קומות. קומה ראשונה סלון פתוח עם מטבח,מרפסת (20 מ״ר), חדר שנה שירותים ומקלחת. קומה שניה מסטר בדרום הורים, שתי חדרי שנה נוספים עם מרפסת, שירותים אמבטיה גם בקומה למעלה. עליית גג עם מחסן ענקי! לרצינים בלבד!!! 11,000  אלף בחודש"
1466,דירה,באר שבע והסביבה,באר שבע,שכונה יא,3.0,1,2550,76.0,0,0,0,1,0,0,1,0,0,1,0,0,"דירה להשכרה בת 3 חדרים בקומה ראשונה. במיקום מושלם בשכונה י""א. באזור סופרים רבים, פארק ילדים, בתי ספר וגנים. 5 דקות הליכה מגרד קניון. בשכונה קיימת חניה גדולה. בדירה דלתות ומזגנים חדשים. דירה יפה לא מזמן בוצע שיפוץ.   כניסה מידית.  דירה לא למכירה להשכרה בלבד. הדירה ללא תיווך"
1467,יחידת דיור,אשדוד - אשקלון,ניצן,האגם 12,2.0,1,3200,40.0,0,0,0,1,0,1,0,1,0,0,0,0,"יחידת דיור של בית בן 7 שנים. ביחידה יש מרפסת עם נוף לים. יש אינטרנט, מזגנים, מטבח כשר ועוד. מידי יישוב, ארנונה, גז, חשמל ומים כלולים במחיר. יחידה מצויינת לרווקים/זוגות צעירים"
1468,יחידת דיור,רמלה - לוד,מצליח,התמר 1,2.0,2,3950,50.0,0,0,0,1,1,1,0,0,0,1,0,0,"יחידת דיור, 2 חדרים, עם מרפסת גדולה ומקלחת שירותים חדשים. 
בכניסה למושב, נוף פתוח, נגישות ל431. 
המחיר כולל מים, ארנונה ואינטרנט. לא כולל חשמל, מונה נפרד"
1469,דירה,ירושלים והסביבה,ירושלים,מחנה יהודה,2.0,1,3700,40.0,0,0,0,0,0,0,1,0,1,0,0,0,"דירת 2 חדרים במרכז העיר, במצב שמור מאד.
40 מטר כולל מחסן צמוד לדירה!
איזור מרכזי ומבוקש מאד, 2 דקות משוק מחנה יהודה, מסעדות בקרבת מקום, קרוב ממש לתחנת רכבת הקלה ותחבורה ציבורית, לא מרוהטת. שירותים כפולים. ללא תיווך!"
1470,גג/פנטהאוז,עמק יזרעאל,קרית טבעון,שולמית אלוני 1,7.0,2,8500,390.0,0,0,1,1,1,1,0,1,0,0,0,0,"*התמונות להתרשמות - הכול נקי ומסודר; הבניינים והכבישים מסביב גמורים*
פנטהאוז ענקי על כל הקומה העליונה - 4 כיווני אוויר ואור. 
סלון-מטבח-פינת אוכל פתוחים: יחידת הורים גדולה מאוד עם מקלחת צמודה + 3 חדרים נוספים עם מקלחת צמודה (אחד גם עם מרפסת משלו) + חדר נוסף + ממ""ד. בנוסף, חדר אמבטיה ראשי עם מרפסת שירות, ושירותי אורחים (סך הכול: 6 שירותים). 
דירה חדשה בת שנה (ממסירה מהקבלן).
מזגן נפרדים בכל חדר"
1471,דירה,ירושלים והסביבה,בית אל,"מעגלי הראי""ה 17",4.0,2,2400,84.0,0,0,0,1,0,1,1,0,0,1,0,0,"השכרה, דירה, קומה 2, בית אל
דירה ממוקמת באיזור מרכזי בישוב קרובה לביתי ספר לגנים למכולת ולבתי ספר
גמישים במחיר לרצינים לטוות ארוך. כניסה מיידית"
1472,יחידת דיור,מושבים בשפלה,ניר בנים,נתיב האפרסק 5,3.0,1,4700,60.0,0,0,0,1,1,1,1,0,0,1,0,0,"אזור שקט, נוף לשדות"
1473,דירה,באר שבע והסביבה,באר שבע,שכונה ד,3.0,3,2300,55.0,0,1,0,1,0,0,1,0,0,1,0,1,"דירת 3 חדרים (2 סוויטות) *ללא תיווך!!*
מושלמת לשני שותפים/ות או זוג״״?
שכר דירה - 2300 
מרוהטת קומפלט - בכל חדר מיטה, מזרון, טלוויזיה, ארון, פינת עבודה ??
סלון עם ספה, שולחן קפה, טלוויזיה, שולחן אוכל, פינת בר במטבח ?
10 דק מהאוניברסיטה!
כניסה - 1.9
אפשרות לבעלי חיים ??"
1474,דירה,ירושלים והסביבה,בית אל,כ' בחשוון 1,5.0,2,2500,140.0,0,0,1,1,1,1,1,1,1,0,0,0,"השכרה, דירה, קומה 2, בית אל
דירה בבניינים החדשים בפרוייקט של קדמה
חדשה מהקבלן
כולל סורגים רשתות מזגנים בכל החדרים 
דירה 5 חדרים כוללת יחידת הורים 
"
1475,דירה,בית שמש והסביבה,בית שמש,העונות 1,3.0,3,4200,100.0,0,0,1,1,1,1,0,0,0,1,0,0,"דירה ברחוב קלין בשכונת נווה שמיר 3 חדרים 81 מטר בנוי + 18 מטר מרפסת .
מיזוג עילי בכל איזור, מטבח מושקע בעיצוב אישי כולל שיש כפול .
מחיר סופי 4200"
1476,דירת גן,יישובי השומרון,קדומים,קול צופיך 4,5.0,1,4000,145.0,0,0,0,1,0,1,0,1,0,0,0,0,"דירה מקסימה בקומת קרקע של דו משפחתי על צלע ההר, פונה אל הנוף מזרחה. חצר גדולה במיוחד. בתוך החצר גם שטח מרוצף עם פרגולה גדולה, ושטח גינה נרחב. הדירה במיקום מצוין, קרוב לכניסה לשכונה ולגן השעשועים"
1477,דירה,באר שבע והסביבה,נתיבות,סביון 1,4.0,5,3200,113.0,0,0,1,1,1,1,0,1,0,0,0,0,"דירת 4 חדרים בשכונת המבוקשת נווה נוי ,סביון 1,פרויקט ברמה של הקבלן י.ח דימרי.
בניין מטופח ומתוחזק היטב,מזגן מרכזי עם שליטה מכל חדר, מטבח גדול עם כיור כפול,יחידת הורים עם שרותים ומקלחת,מרפסת סוכה ,קרבה לגנים ובתי ספר מרחק הליכה,שכירות לטווח ארוך"
1478,דירה,באר שבע והסביבה,נתיבות,אריאל שרון 6,4.0,1,2900,112.0,0,0,1,1,1,1,0,1,0,0,0,0,"הדירה ממוקמת בנפרד בלובי אין דירה ממול 
כיור כפול
מוארת עם כיווני אוויר
ממוזגת 
חדר ארונות ביחדת הורים
תריסים חשמליים  בכל הדירה
חניה פרטית תת קרקעית
כניסה מיידית 
ללא תיווך"
